y,trt,limit_bal,sex,education,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,age_cycle,risk,young
1.005627997287522,0,300000,1,2,37,-2,-2,-1,-1,0,0,3016,24038,6221,33999,24985,25743,12165,6252,34042,66,14062,3081,0.998415780263531,-11.512925464970229,0.6319333333333333
0.6588995315882962,1,80000,1,1,35,-1,-1,-1,-1,-1,-1,7988,3977,6848,1719,1378,19942,3983,6853,1719,1378,19942,2418,-0.46665063862875417,-10.596634733096073,0.5603
-11.324689487312023,0,50000,1,2,22,0,0,0,0,0,0,49551,42517,35458,19778,19929,19790,1707,1321,687,705,811,874,-0.7950738828547397,-9.721165995742174,0.020900000000000002
1.4164379993451233,1,330000,0,1,41,-1,-1,-2,-2,-2,-2,4122,0,0,0,0,0,0,0,0,0,0,0,-0.6951908052902339,-12.013700752882718,0.7516666666666667
-44.71502061297065,0,170000,0,3,40,1,2,0,0,0,0,179399,41265,20619,19520,5200,0,0,2000,1136,1000,0,36679,-0.9804837885986036,-10.657259354912508,0.7242000000000001
-23.155506155497143,0,340000,0,1,36,0,0,0,-1,0,0,91938,85927,71707,92695,86244,71538,3911,5104,92695,3114,2613,2366,0.4920996411262343,-12.043553716032399,0.5972333333333334
0.29602818076168325,0,160000,0,1,31,-1,-1,-1,-1,0,-1,3555,7340,0,7634,7350,7938,7340,0,7634,0,7938,3993,0.9743709246253078,-11.289781913656018,0.4076666666666667
1.6996955558173514,1,150000,0,2,32,-2,-2,-2,-2,-2,-2,0,0,0,3564,0,0,0,0,3564,0,0,0,0.3371682060957321,-10.819778284410283,0.4462666666666667
-0.08067456061961972,0,160000,0,1,29,-1,0,-1,0,0,0,3462,4673,12741,10023,11023,8922,4000,12841,1000,1000,178,4000,-0.20093734962526053,-11.289781913656018,0.3206
0.4305928292194072,0,20000,1,1,29,-1,-1,-1,-1,0,-1,1199,15586,344,2340,6702,339,15586,344,2340,4702,339,330,-0.20093734962526053,-9.210340371976182,0.3206
-9.331783856503831,1,130000,1,2,29,2,2,2,0,0,0,47272,47984,47113,48218,49408,50648,1600,0,1700,1800,2000,1800,-0.20093734962526053,-10.676677440769609,0.3206
-21.979159489354377,0,110000,0,2,35,0,0,0,0,0,2,85958,83389,83734,82532,81032,79835,2968,4088,3677,5400,0,3618,-0.46665063862875417,-10.509623356106443,0.5603
-23.291104287495067,0,90000,0,2,40,1,2,0,0,0,2,89762,90395,87428,61778,68248,66997,3000,2773,2402,7660,0,2711,-0.9804837885986036,-10.308952660644293,0.7242000000000001
-26.286452172593986,1,110000,0,2,28,1,2,0,0,0,0,106932,103381,75794,76947,79105,72344,27,4000,3000,3000,10000,3000,-0.93287533527124,-10.509623356106443,0.2671
-50.007777861528524,0,200000,1,2,37,0,0,0,0,0,0,199669,204168,202381,172574,171795,170960,9300,7851,6400,6500,6537,6200,0.998415780263531,-11.107460356862065,0.6319333333333333
0.23407861154978882,0,300000,0,2,46,1,-2,-1,0,-1,-1,0,0,194,1375,13970,1672,0,194,1181,14039,1679,4156,-0.8864983274113702,-11.512925464970229,0.8633666666666667
-2.993526720850362,1,50000,0,2,25,0,0,0,0,-2,-2,18734,19340,10000,0,0,0,1340,1000,0,0,0,0,0.8727082397389971,-9.721165995742174,0.12903333333333333
1.8032027466315492,1,80000,0,1,24,-2,-2,-2,-2,-2,-2,0,698,4949,967,5762,0,698,4949,967,5775,0,0,0.8823678178263664,-10.596634733096073,0.0895
-58.200277267234675,0,230000,0,2,27,0,0,0,0,0,0,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,-0.8071320398438693,-11.247222299237222,0.22013333333333335
1.3362356574203202,0,100000,1,1,32,-1,-1,-1,-1,2,-1,671,671,671,1642,821,671,671,671,1642,0,671,671,0.3371682060957321,-10.819778284410283,0.4462666666666667
-22.35123176578055,1,150000,0,2,27,0,0,0,2,0,0,89302,90745,96314,87862,79936,76971,4200,8000,14,3000,4500,3000,-0.8071320398438693,-10.819778284410283,0.22013333333333335
1.5184503025437148,1,320000,0,1,30,-2,-2,-2,-2,-2,-2,0,200,3663,992,1627,6661,200,3696,997,1635,6694,2508,0.7157415085961183,-11.982929094215963,0.36710000000000004
-12.430948071409844,0,90000,0,2,39,0,0,0,0,0,0,45406,47337,48575,49667,51119,23344,3000,2000,2000,2000,2000,1087,-0.36432449840207637,-10.308952660644293,0.6952
-5.344246592511446,1,30000,1,3,22,2,0,0,0,0,0,28328,29505,25362,19493,5765,0,1704,1250,390,115,0,0,-0.7950738828547397,-8.922658299524402,0.020900000000000002
-35.52307169674588,1,280000,1,1,31,0,0,0,0,0,0,148186,150724,153762,155242,143679,145615,5000,5006,4408,4117,4600,4600,0.9743709246253078,-11.84939770159144,0.4076666666666667
